prod_id,char_id,value
290,3,8 ГБ
290,4,интегрированная
291,0,ультрабук
291,1,14
291,2,Core i5
291,3,8 ГБ
291,4,интегрированная
292,0,ультрабук
292,1,13.5
292,2,Core i5
292,3,8 ГБ
292,4,интегрированная
293,0,ультрабук
293,1,13.5
293,2,Core i5
293,3,16 ГБ
293,4,интегрированная
294,0,ноутбук
294,1,15.6
294,2,Core i5
294,3,8 ГБ
294,4,дискретная
295,0,ноутбук
295,1,16
295,2,Core i9
295,3,32 ГБ
295,4,дискретная
296,0,ультрабук
296,1,14
296,2,Core i7
296,3,32 ГБ
296,4,интегрированная
297,0,ноутбук
297,1,14
297,2,Ryzen 9
297,3,16 ГБ
297,4,дискретная
298,0,ноутбук
298,1,17.3
298,2,Core i7
298,3,16 ГБ
298,4,интегрированная
299,0,ноутбук
299,1,17.3
299,2,Core i5
299,3,8 ГБ
299,4,интегрированная
300,0,ультрабук
300,1,13.3
300,2,Apple
300,3,16 ГБ
300,4,интегрированная
301,0,ноутбук
301,1,17.3
301,2,Core i5
301,3,8 ГБ
301,4,интегрированная
302,0,ноутбук
302,1,15.6
302,2,Core i5
302,3,8 ГБ
302,4,интегрированная
303,0,ноутбук
303,1,15.6
303,2,Core i3
303,3,8 ГБ
303,4,интегрированная
304,0,ноутбук
304,1,15.6
304,2,Core i7
304,3,16 ГБ
304,4,интегрированная
305,0,ноутбук
305,1,14.2
305,2,Apple
305,3,32 ГБ
305,4,интегрированная
306,0,ноутбук
306,1,15.6
306,2,Core i5
306,3,16 ГБ
306,4,дискретная
307,0,ноутбук
307,1,15.6
307,2,Core i3
307,3,8 ГБ
307,4,интегрированная
308,0,ноутбук
308,1,17.3
308,2,Core i7
308,3,16 ГБ
308,4,дискретная
309,0,ноутбук
309,1,17.3
309,2,Core i7
309,3,32 ГБ
309,4,дискретная
310,0,ноутбук
310,1,15.6
310,2,Core i3
310,3,8 ГБ
310,4,интегрированная
311,0,ноутбук
311,1,17.3
311,2,Ryzen 7
311,3,16 ГБ
311,4,дискретная
312,0,ноутбук
312,1,17.3
312,2,Core i5
312,3,8 ГБ
312,4,дискретная
313,0,ноутбук
313,1,17.3
313,2,Core i7
313,3,16 ГБ
313,4,дискретная
314,0,ноутбук
314,1,15.6
314,2,Ryzen 5
314,3,8 ГБ
314,4,интегрированная
315,0,ноутбук
315,1,15.6
315,2,Ryzen 3
315,3,8 ГБ
315,4,интегрированная
316,0,ноутбук
316,1,17.3
316,2,Core i7
316,3,16 ГБ
316,4,дискретная
317,0,ноутбук
317,1,15.6
317,2,Core i5
317,3,16 ГБ
317,4,интегрированная
318,0,ноутбук
318,1,15.6
318,2,Core i3
318,3,8 ГБ
318,4,интегрированная
319,0,ноутбук
319,1,15
319,2,Core i7
319,3,16 ГБ
319,4,интегрированная
320,0,ноутбук
320,1,15.6
320,2,Core i3
320,3,8 ГБ
320,4,интегрированная
321,0,ноутбук
321,1,15.6
321,2,Pentium
321,3,8 ГБ
321,4,интегрированная
322,0,ноутбук
322,1,17.3
322,2,Core i7
322,3,16 ГБ
322,4,дискретная
323,0,ноутбук
323,1,15.6
323,2,Core i7
323,3,32 ГБ
323,4,дискретная
324,0,ноутбук
324,1,14
324,2,Core i7
324,3,16 ГБ
324,4,интегрированная
325,0,ноутбук
325,1,15.6
325,2,Ryzen 7
325,3,16 ГБ
325,4,интегрированная
326,0,ультрабук
326,1,14
326,2,Core i5
326,3,8 ГБ
326,4,дискретная
327,0,ноутбук
327,1,15.6
327,2,Core i3
327,3,8 ГБ
327,4,интегрированная
328,0,ультрабук
328,1,14
328,2,Ryzen 5
328,3,8 ГБ
328,4,интегрированная
329,0,ноутбук
329,1,15.6
329,2,Core i7
329,3,16 ГБ
329,4,дискретная
330,0,ноутбук
330,1,15.6
330,2,Core i5
330,3,16 ГБ
330,4,дискретная
331,0,ноутбук
331,1,15.6
331,2,Core i3
331,3,8 ГБ
331,4,интегрированная
332,0,ультрабук
332,1,13.5
332,2,Core i7
332,3,16 ГБ
332,4,интегрированная
333,0,ноутбук
333,1,15.6
333,2,Core i5
333,3,16 ГБ
333,4,дискретная
334,0,ультрабук
334,1,13.3
334,2,Ryzen 7
334,3,16 ГБ
334,4,интегрированная
335,0,ноутбук
335,1,15.6
335,2,Core i7
335,3,16 ГБ
335,4,дискретная
336,0,ноутбук
336,1,15.6
336,2,Core i3
336,3,8 ГБ
336,4,интегрированная
337,0,ноутбук
337,1,14.2
337,2,Apple
337,3,16 ГБ
337,4,интегрированная
338,0,ноутбук
338,1,15.6
338,2,Core i5
338,3,8 ГБ
338,4,дискретная
339,0,ноутбук
339,1,16
339,2,Ryzen 5
339,3,16 ГБ
339,4,интегрированная
340,0,ноутбук
340,1,15.6
340,2,Core i5
340,3,4 ГБ
340,4,интегрированная
341,0,ноутбук
341,1,15.6
341,2,Core i3
341,3,8 ГБ
341,4,интегрированная
342,0,ноутбук
342,1,15.6
342,2,Ryzen 5
342,3,8 ГБ
342,4,дискретная
343,0,ноутбук
343,1,17.3
343,2,Ryzen 7
343,3,16 ГБ
343,4,дискретная
344,0,ноутбук
344,1,15.6
344,2,Core i7
344,3,16 ГБ
344,4,дискретная
345,0,ультрабук
345,1,14
345,2,Core i7
345,3,16 ГБ
345,4,интегрированная
346,0,ноутбук
346,1,15.6
346,2,Core i5
346,3,8 ГБ
346,4,интегрированная
347,0,ноутбук
347,1,16
347,2,Core i7
347,3,32 ГБ
347,4,дискретная
348,0,ноутбук
348,1,14.5
348,2,Core i9
348,3,32 ГБ
348,4,дискретная
349,0,ноутбук
349,1,17.3
349,2,Core i5
349,3,16 ГБ
349,4,дискретная
350,0,ультрабук
350,1,14
350,2,Core i7
350,3,16 ГБ
350,4,интегрированная
351,0,ноутбук
351,1,15.6
351,2,Pentium
351,3,4 ГБ
351,4,интегрированная
352,0,ноутбук
352,1,15.6
352,2,Core i5
352,3,16 ГБ
352,4,интегрированная
353,0,ноутбук
353,1,15.6
353,2,Core i7
353,3,16 ГБ
353,4,дискретная
354,0,ноутбук
354,1,15.6
354,2,Core i7
354,3,32 ГБ
354,4,дискретная
355,0,ноутбук
355,1,15.6
355,2,Core i5
355,3,16 ГБ
355,4,дискретная
356,0,ультрабук
356,1,13.3
356,2,Apple
356,3,16 ГБ
356,4,интегрированная
357,0,ультрабук
357,1,13.5
357,2,Core i5
357,3,8 ГБ
357,4,интегрированная
358,0,ноутбук
358,1,15.6
358,2,Core i5
358,3,16 ГБ
358,4,дискретная
359,0,ноутбук
359,1,15.6
359,2,Core i7
359,3,32 ГБ
359,4,дискретная
360,0,ноутбук
360,1,15.6
360,2,Core i7
360,3,32 ГБ
360,4,дискретная
361,0,ультрабук
361,1,14
361,2,Core i3
361,3,4 ГБ
361,4,интегрированная
362,0,ноутбук
362,1,14.2
362,2,Apple
362,3,16 ГБ
362,4,интегрированная
363,0,ноутбук
363,1,14.2
363,2,Apple
363,3,32 ГБ
363,4,интегрированная
364,0,ноутбук
364,1,15.6
364,2,Core i3
364,3,8 ГБ
364,4,дискретная
365,0,ноутбук
365,1,15.6
365,2,Core i5
365,3,8 ГБ
365,4,интегрированная
366,0,ноутбук
366,1,15.6
366,2,Core i5
366,3,16 ГБ
366,4,дискретная
367,0,ультрабук
367,1,13.6
367,2,Apple M2
367,3,8 ГБ
367,4,интегрированная
368,0,ультрабук
368,1,14
368,2,Core i7
368,3,16 ГБ
368,4,дискретная
369,0,ультрабук
369,1,13.3
369,2,Apple
369,3,8 ГБ
369,4,интегрированная
370,0,ноутбук
370,1,15.6
370,2,Ryzen 7
370,3,16 ГБ
370,4,дискретная
371,0,ноутбук
371,1,14
371,2,Pentium
371,3,4 ГБ
371,4,интегрированная
372,0,ноутбук
372,1,14.5
372,2,Core i7
372,3,16 ГБ
372,4,интегрированная
373,0,ноутбук
373,1,15.6
373,2,Ryzen 7
373,3,16 ГБ
373,4,дискретная
374,0,ноутбук
374,1,16
374,2,Ryzen 9
374,3,32 ГБ
374,4,дискретная
375,0,ультрабук
375,1,14
375,2,Ryzen 3
375,3,8 ГБ
375,4,интегрированная
376,0,ноутбук
376,1,17.3
376,2,Core i7
376,3,16 ГБ
376,4,дискретная
377,0,ультрабук
377,1,13.3
377,2,Apple
377,3,16 ГБ
377,4,интегрированная
378,0,ноутбук
378,1,15.6
378,2,Core i5
378,3,16 ГБ
378,4,интегрированная
379,0,ноутбук
379,1,14
379,2,Pentium
379,3,4 ГБ
379,4,интегрированная
380,0,ноутбук
380,1,17.3
380,2,Core i9
380,3,16 ГБ
380,4,дискретная
381,0,ноутбук
381,1,15.6
381,2,Core i7
381,3,16 ГБ
381,4,дискретная
382,0,ноутбук
382,1,15.6
382,2,Ryzen 5
382,3,16 ГБ
382,4,интегрированная
383,0,ноутбук
383,1,16.1
383,2,Ryzen 5
383,3,16 ГБ
383,4,дискретная
384,0,ноутбук
384,1,16
384,2,Ryzen 9
384,3,32 ГБ
384,4,дискретная
385,0,ультрабук
385,1,13.3
385,2,Apple
385,3,16 ГБ
385,4,интегрированная
386,0,ультрабук
386,1,13.3
386,2,Apple
386,3,8 ГБ
386,4,интегрированная
387,0,ноутбук
387,1,14
387,2,Pentium
387,3,4 ГБ
387,4,интегрированная
388,0,ноутбук
388,1,16
388,2,Core i7
388,3,32 ГБ
388,4,дискретная
389,0,ноутбук
389,1,17.3
389,2,Core i5
389,3,8 ГБ
389,4,интегрированная
390,0,ноутбук
390,1,16
390,2,Ryzen 9
390,3,32 ГБ
390,4,дискретная
391,0,ноутбук
391,1,16
391,2,Core i7
391,3,32 ГБ
391,4,дискретная
392,0,ноутбук
392,1,14
392,2,Ryzen 7
392,3,16 ГБ
392,4,дискретная
393,0,ноутбук
393,1,17.3
393,2,Core i7
393,3,16 ГБ
393,4,дискретная
394,0,ноутбук
394,1,17.3
394,2,Core i5
394,3,8 ГБ
394,4,дискретная
395,0,ноутбук
395,1,17.3
395,2,Ryzen 7
395,3,16 ГБ
395,4,дискретная
396,0,ноутбук
396,1,17.3
396,2,Core i5
396,3,8 ГБ
396,4,интегрированная
397,0,ноутбук
397,1,15.6
397,2,Core i7
397,3,16 ГБ
397,4,интегрированная
398,0,ноутбук
398,1,14
398,2,Core i5
398,3,8 ГБ
398,4,дискретная
399,0,ноутбук
399,1,17.3
399,2,Ryzen 7
399,3,16 ГБ
399,4,дискретная
400,0,ноутбук
400,1,17.3
400,2,Ryzen 7
400,3,16 ГБ
400,4,дискретная
401,0,ультрабук
401,1,14
401,2,Core i7
401,3,16 ГБ
401,4,интегрированная
402,0,ноутбук
402,1,15.6
402,2,Core i5
402,3,8 ГБ
402,4,дискретная
403,0,ноутбук
403,1,17.3
403,2,Core i7
403,3,32 ГБ
403,4,дискретная
404,0,ноутбук
404,1,15.6
404,2,Core i5
404,3,16 ГБ
404,4,дискретная
405,0,ноутбук
405,1,14
405,2,Ryzen 7
405,3,16 ГБ
405,4,дискретная
406,0,ультрабук
406,1,14
406,2,Core i7
406,3,32 ГБ
406,4,интегрированная
407,0,ноутбук
407,1,15.6
407,2,Core i9
407,3,32 ГБ
407,4,дискретная
408,0,ноутбук
408,1,17.3
408,2,Ryzen 7
408,3,16 ГБ
408,4,дискретная
409,0,ноутбук
409,1,15.6
409,2,Core i7
409,3,8 ГБ
409,4,интегрированная
410,0,ноутбук
410,1,14
410,2,Ryzen 9
410,3,16 ГБ
410,4,дискретная
411,0,ноутбук
411,1,15.6
411,2,Core i5
411,3,16 ГБ
411,4,дискретная
412,0,ультрабук
412,1,13.3
412,2,Apple
412,3,8 ГБ
412,4,интегрированная
413,0,ноутбук
413,1,15.6
413,2,Core i5
413,3,8 ГБ
413,4,дискретная
414,0,ноутбук
414,1,15.6
414,2,Core i5
414,3,16 ГБ
414,4,дискретная
415,0,ноутбук
415,1,16
415,2,Core i5
415,3,16 ГБ
415,4,интегрированная
416,0,ноутбук
416,1,15.6
416,2,Core i7
416,3,32 ГБ
416,4,дискретная
417,0,ноутбук
417,1,15.6
417,2,Core i7
417,3,16 ГБ
417,4,дискретная
418,0,ноутбук
418,1,17.3
418,2,Core i5
418,3,8 ГБ
418,4,дискретная
419,0,ноутбук
419,1,14
419,2,Core i3
419,3,4 ГБ
419,4,интегрированная
420,0,ноутбук
420,1,15.6
420,2,Core i7
420,3,32 ГБ
420,4,дискретная
421,0,ноутбук
421,1,15.6
421,2,Core i7
421,3,16 ГБ
421,4,дискретная
422,0,ноутбук
422,1,17.3
422,2,Core i7
422,3,16 ГБ
422,4,дискретная
423,0,ультрабук
423,1,14
423,2,Core i7
423,3,16 ГБ
423,4,интегрированная
424,0,ноутбук
424,1,17.3
424,2,Ryzen 7
424,3,16 ГБ
424,4,дискретная
425,0,ультрабук
425,1,14
425,2,Core i5
425,3,16 ГБ
425,4,интегрированная
426,0,ноутбук
426,1,15.6
426,2,Core i5
426,3,16 ГБ
426,4,интегрированная
427,0,ноутбук
427,1,15.6
427,2,Core i5
427,3,8 ГБ
427,4,интегрированная
428,0,ноутбук
428,1,15.6
428,2,Ryzen 3
428,3,8 ГБ
428,4,интегрированная
429,0,ноутбук
429,1,16
429,2,Core i7
429,3,16 ГБ
429,4,дискретная
430,0,ноутбук
430,1,15.6
430,2,Core i5
430,3,8 ГБ
430,4,интегрированная
431,0,ультрабук
431,1,13.3
431,2,Ryzen 7
431,3,16 ГБ
431,4,интегрированная
432,0,ноутбук
432,1,15.6
432,2,Core i5
432,3,16 ГБ
432,4,интегрированная
433,0,ноутбук
433,1,17.3
433,2,Core i7
433,3,16 ГБ
433,4,дискретная
434,0,ноутбук
434,1,15.6
434,2,Core i5
434,3,8 ГБ
434,4,интегрированная
435,0,ультрабук
435,1,14
435,2,Core i7
435,3,16 ГБ
435,4,интегрированная
436,0,ноутбук
436,1,15.6
436,2,Core i7
436,3,32 ГБ
436,4,дискретная
437,0,ноутбук
437,1,15.6
437,2,Core i5
437,3,16 ГБ
437,4,дискретная
438,0,ноутбук
438,1,16
438,2,Core i5
438,3,16 ГБ
438,4,дискретная
439,0,ноутбук
439,1,15.6
439,2,Core i5
439,3,16 ГБ
439,4,дискретная
440,0,ноутбук
440,1,17.3
440,2,Core i7
440,3,16 ГБ
440,4,дискретная
441,0,ноутбук
441,1,14
441,2,Core i7
441,3,16 ГБ
441,4,интегрированная
442,0,ноутбук
442,1,15.6
442,2,Core i5
442,3,16 ГБ
442,4,дискретная
443,0,ноутбук
443,1,15.6
443,2,Ryzen 7
443,3,32 ГБ
443,4,дискретная
444,0,ультрабук
444,1,14
444,2,Core i5
444,3,16 ГБ
444,4,интегрированная
445,0,ноутбук
445,1,16
445,2,Core i5
445,3,16 ГБ
445,4,дискретная
446,0,ультрабук
446,1,13.3
446,2,Apple
446,3,16 ГБ
446,4,интегрированная
447,0,ноутбук
447,1,17.3
447,2,Core i3
447,3,12 ГБ
447,4,интегрированная
448,0,ноутбук
448,1,15.6
448,2,Core i7
448,3,16 ГБ
448,4,дискретная
449,0,ноутбук
449,1,14
449,2,Ryzen 9
449,3,16 ГБ
449,4,дискретная
450,0,ноутбук
450,1,15.6
450,2,Core i5
450,3,16 ГБ
450,4,интегрированная
451,0,ноутбук
451,1,17.3
451,2,Core i7
451,3,16 ГБ
451,4,дискретная
452,0,ноутбук
452,1,16
452,2,Core i7
452,3,16 ГБ
452,4,дискретная
453,0,ультрабук
453,1,12.5
453,2,Core i5
453,3,4 ГБ
453,4,интегрированная
454,0,ультрабук
454,1,14
454,2,Core i7
454,3,16 ГБ
454,4,интегрированная
455,0,ноутбук
455,1,14
455,2,Ryzen 9
455,3,16 ГБ
455,4,дискретная
456,0,ультрабук
456,1,14
456,2,Core i7
456,3,8 ГБ
456,4,интегрированная
457,0,ноутбук
457,1,15.6
457,2,Core i7
457,3,16 ГБ
457,4,интегрированная
458,0,ноутбук
458,1,15.6
458,2,Core i7
458,3,16 ГБ
458,4,дискретная
459,0,ноутбук
459,1,15.6
459,2,Core i5
459,3,8 ГБ
459,4,дискретная
460,0,ноутбук
460,1,17.3
460,2,Core i5
460,3,8 ГБ
460,4,дискретная
461,0,ноутбук
461,1,16
461,2,Core i7
461,3,32 ГБ
461,4,дискретная
462,0,ноутбук
462,1,15.6
462,2,Core i7
462,3,16 ГБ
462,4,дискретная
463,0,ноутбук
463,1,15.6
463,2,Core i5
463,3,8 ГБ
463,4,дискретная
464,0,ноутбук
464,1,17.3
464,2,Core i9
464,3,16 ГБ
464,4,дискретная
465,0,ноутбук
465,1,15.6
465,2,Core i5
465,3,16 ГБ
465,4,интегрированная
466,0,ультрабук
466,1,13.3
466,2,Core i5
466,3,8 ГБ
466,4,интегрированная
467,0,ноутбук
467,1,14
467,2,Celeron
467,3,4 ГБ
467,4,интегрированная
468,0,ноутбук
468,1,15.6
468,2,Core i7
468,3,32 ГБ
468,4,дискретная
469,0,ноутбук
469,1,15.6
469,2,Core i5
469,3,8 ГБ
469,4,интегрированная
470,0,ноутбук
470,1,15.6
470,2,Core i7
470,3,12 ГБ
470,4,интегрированная
471,0,ноутбук
471,1,15.6
471,2,Core i7
471,3,8 ГБ
471,4,интегрированная
472,0,ноутбук
472,1,15.6
472,2,Core i5
472,3,16 ГБ
472,4,дискретная
473,0,ноутбук
473,1,17.3
473,2,Core i9
473,3,16 ГБ
473,4,дискретная
474,0,ноутбук
474,1,15.6
474,2,Core i5
474,3,16 ГБ
474,4,дискретная
475,0,ноутбук
475,1,17.3
475,2,Core i9
475,3,32 ГБ
475,4,дискретная
476,0,ультрабук
476,1,14
476,2,Ryzen 3
476,3,8 ГБ
476,4,интегрированная
477,0,ноутбук
477,1,15.6
477,2,Athlon
477,3,8 ГБ
477,4,интегрированная
478,0,ноутбук
478,1,15.6
478,2,Ryzen 3
478,3,8 ГБ
478,4,интегрированная
479,0,ультрабук
479,1,14
479,2,Core i5
479,3,16 ГБ
479,4,интегрированная
480,0,ультрабук
480,1,13.3
480,2,Ryzen 7
480,3,16 ГБ
480,4,интегрированная
481,0,ультрабук
481,1,14
481,2,Ryzen 5
481,3,8 ГБ
481,4,интегрированная
482,0,ноутбук
482,1,15.6
482,2,Core i7
482,3,16 ГБ
482,4,интегрированная
483,0,ноутбук
483,1,16
483,2,Core i7
483,3,32 ГБ
483,4,дискретная
484,0,ноутбук
484,1,15.6
484,2,Core i5
484,3,8 ГБ
484,4,дискретная
485,0,ультрабук
485,1,13.3
485,2,Ryzen 5
485,3,8 ГБ
485,4,интегрированная
486,0,ультрабук
486,1,13.3
486,2,Core i5
486,3,8 ГБ
486,4,интегрированная
487,0,ноутбук
487,1,15.6
487,2,Core i7
487,3,16 ГБ
487,4,дискретная
488,0,ноутбук
488,1,17.3
488,2,Core i9
488,3,32 ГБ
488,4,дискретная
489,0,ультрабук
